name,photo,location,rate,title,text
Jeppe Hansen,https://userimages.trustpilot.com/5eee37ec63c027747d14a442/73x73.png,No Location,1 star: Bad,Deleted all my 100 hours of work,Messed up my whole pc. So i was thinking about restarting my pc from the start but didnt really want to only if my games got really laggy. I installed this to share something for a game. And it spammed me with messages saying that a number of files has been moved somewhere. I restarted my pc and my desktop was messed up. All the icons was moved to the side. It said it would give them back their original place but it didnt. It also copied my whole computer on it. So it took quite some time to uninstall. It also deleted my 100 hours of work which is so not coolPlease do not installwould give 0/1000 I will NOT recommend this AT ALL
Kjell salemonsen,NO photo,No Location,1 star: Bad,Useless,I download it to see a videofile a friend sent me.spent 20 min on that and its not working..what  a time waster and piece og junk
Patrik Juul,https://userimages.trustpilot.com/4b146659000064000101cd16/73x73.png,DK,1 star: Bad,Lad vre med at bruge dropbox og gem,Lad vre med at bruge dropbox og gem alle dine ting p en harddisk fr det er for sentTilbage i februar/marts opdager jeg at jeg ikke kan logge p min konto som jeg betaler til hver mned og har gjord det i mange r.. Jeg skrev den gang til dropbox om hvad det var og har sidenhen skrevet 8 gange til dem bde support og Twitter men jeg har stadig ikke modtaget svar...
Ben SRte,NO photo,No Location,1 star: Bad,Hat ber Umwege alle meine Datein,Hat ber Umwege alle meine Datein gelscht
Mark Anderson,NO photo,No Location,3 stars: Average,System Error,Used Dropbox Business for 2 years. When tried to switch from annual plan to monthly the system would not let me. Syncing stopped. Card payment not accepted paypal payment giving 550 error page.
Ioannis,NO photo,No Location,3 stars: Average,Mandatory changes....,If they would not change the plans and force people to pay more although the initial agreement was different this service would be better
Jerry DArts,https://userimages.trustpilot.com/50f6869a00006400012d9268/73x73.png,No Location,2 stars: Poor,Im dropping the box...,Im in the process of dumping my Dropbox account  Have been a user for a few years now but its gone and gotten greedy with its latest price hike. It was great in the beginning but over time its become bloated  slow for the amount of money I was paying I found it poor value for my current needs.
ik,NO photo,No Location,1 star: Bad,Slow buggy inefficient,Slow buggy inefficient. Complete garbage.
Sean,NO photo,No Location,2 stars: Poor,Slow In the UK otherwise OK,Ive been a paid subscriber fora number of years in the UK. Despite many reviews saying it is fast Im guessing the reviewers must be in the USA. I can only get 12mbps upload speeds using iPad and PC. Its ok if I leave the computer on overnight but it is useless for videos due to its slow speed Ive gone over to google photos for this. Otherwise functionality is similar to Windows explorer. Ive followed online advice to unlimited upload and download speeds to no avail. My home broadband typically achieves 70mbps so I guess this is something I need to put up with.
Lucie DESGRANGES,NO photo,No Location,1 star: Bad,Je viens de dsinstaller  DROPBOX car,Je viens de dsinstaller  DROPBOX car son installation  supprim le contenu de mon logiciel de Gnalogie GENEATIQUE 2017. Plusieurs annes de travail envoles...
Deborah Loraine Kean,https://userimages.trustpilot.com/5ed89b969e901a3643e757e2/73x73.png,No Location,1 star: Bad,absolute ripoff,absolute ripoff . Are these people based in Nigeria  You do not get what you paid for . Once they have your card details the charges keep coming. They will not respond to cancellations or refunds. I wish I had read the reviews first.AVOID AT ALL COSTS
Matthew Palmer,https://userimages.trustpilot.com/5ed748ac53e630037fda2242/73x73.png,No Location,5 stars: Excellent,I love Dropbox,I love Dropbox. I have been using this for a few years now. I like how accessible this online storage is. Whether I am using my phone ipad or laptop I can access all of my files wherever I go. 1TB of storage is affordable too.
Jackie Jones,https://userimages.trustpilot.com/5ed746d0c3e2982f045eafcc/73x73.png,No Location,1 star: Bad,I need a refund ,I dont ever write reviews.  But I need help and no one will help me I have been charged for Dropbox for 5 months even though I have an email stating my free trial was canceled in January. I tried contacting their support team on Facebook but they are not helping me. Please help me or tell me what to do to get a refund.
George West,https://userimages.trustpilot.com/5e985cbd3b1eb23f5a44cbc0/73x73.png,No Location,5 stars: Excellent,Excellent service,Excellent service. Dropbox has its own tools that is very easy to use. I love how their tools was able to make may work much easier. I will continue to use Dropbox. Highly recommended.
Brian Driscoll,https://userimages.trustpilot.com/5df12073ebb746959f07bc6e/73x73.png,No Location,2 stars: Poor,Destroyed what used to be a user,Destroyed what used to be a user friendly interface. I am in the car business and it reminds me of the introduction of the Ford Microsoft Sync program a complete disaster
C T Mundt,NO photo,No Location,1 star: Bad,DO NOT USE DROPBOX BUSINESS AS A,DO NOT USE DROPBOX BUSINESS AS A CANADIAN BUSINESS OR NONUSA BUSINESS.  I would give it a smaller than 1 star rating if I could.  As a Canadian business I need HIPAA compliance for privacy and they have made it very clear they dont respect Canadian privacy as THEY WILL NOT GIVE YOU A BAA for HIPAA compliance.  They will give it to Americans but dropbox has made it clear that they only respect the USAs privacy.  My account is now in a locked state after upgrading to a business account to become as promised HIPAA compliant to find out that as a Canadian we dont get that service agreement.  I will lose data to go back to my normal account as the cost for business with no HIPAA compliance is not business smart or safe for my business and I need to transfer everything and find a new system.  FIND any other way to store your items.  DO NOT USE DROPBOX BUSINESS AS A CANADIAN BUSINESS OR NONUSA BUSINESS.
Sharma Pulkit,NO photo,No Location,1 star: Bad,Horrible,Horrible Awful damaged service...it deleted all my important files on my hard drive that was synced to it for years. I was a paid user and now I am working my ass off to retrieve data from hard drive.Going back to hard drive storage for ever.
OliviaMaria Giggenbach,NO photo,No Location,1 star: Bad,Unqualifizierter und inkopetenter Vertrieb,Bei Dropbox ist es nicht schwer ein kostenpflichtiges Abonnement abzuschlieen da man bei der Kontoerstellung jetzt mal metaphorisch formuliert praktisch dazu getrieben wird. Ich selbst habe aus Versehen das PLUSAbonnement abgeschlossen welches ich jedoch am nchsten Tag gekndigt habe. Jedoch wurde mir die Rckerstattung von 19988 Euro bis jetzt verweigert mit der fadenscheinigen Begrndung mein Konto wrde ja nicht mehr existieren und die Rckerstattung wre deshalb nicht mglich.Man mchte irgendwie meinen ein nach auen hin serises Unternehmen knnte es hinkriegen eine Geldtransaktion rckgngig zu machen. Aber scheinbar steckt da weder ein Wille noch eine gewisse Kopetenz hinter dieser Firmenphilosophie da keine Anstalten gemacht werden mein Problem zu lsen.Zudem wird der telefonische Support nur bereits angemeldeten Kunden angeboten was eine bergroe Frechheit darstellt. Somit bekommt man berhaupt keine Mglichkeit das Problem persnlich und nicht nur ber einen unqualifizierten Emailverkehr zu klren.
Diogo Srgio,https://userimages.trustpilot.com/599562870000ff000abce357/73x73.png,No Location,1 star: Bad,Dropbox has become unsuable,Dropbox has become unsuable clunky their selectic or smar syncing is awful you cant really prioritize sync.. Ill be moving all my files to some other alternative.
Mr Jason Goodenough,NO photo,No Location,3 stars: Average,I really use to like dropbox,I really use to like dropbox but now its got so bloated and you are limited to just 3 devices. Its also expensive compared to its competitors like google drive and one drive. The new mac app is awful all I want to do is click the icons and see my files not all the other rubbish Im faced with :
R2L,NO photo,No Location,1 star: Bad,Jai rsili mon abonnement une,Jai rsili mon abonnement une premire fois. Le mois daprs je me rend compte quil mont de nouveau prlev labonnement mensuel.Je me sens confus. Je suis sur davoir rsilier le mois davant.Je vais de nouveau pour rsilier le forfait et je me rend compte que sur leur page de rsiliation tout est fait pour noyer lutilisateur. Ils proposent en permanence de rester sur labonnement en cours ou dapporter leur aide. Mais rien nexplique quil faut appuyer sur forfait infrieur pour tre sur de sa rsiliation. Puis aprs coup je me dis que jai du faire 2 ou 3 fois cette opration sans faire trop attention.... 30 dans leur poche pour rien. Des trompeurs / voleurs  Vraiment prendre les gens pour des c
